RowNumber,CustomerId,Surname,credit score,Age,Balance,EstimatedSalary,,Point Earned
2806,15672499,Iadanza,688,51,0,91624.11,,320
2807,15750410,Jordan,592,38,0,65986.48,,354
2808,15568904,Kruglova,705,33,144427.96,113845.19,,357
2809,15649033,Echezonachukwu,654,42,99263.09,67607.9,,911
2810,15780989,Hajek,624,32,79368.87,145471.94,,994
2811,15771059,Welch,594,30,0,124071.71,,757
2812,15687852,Vinogradoff,695,34,0,67502.12,,774
2813,15695280,Hung,597,28,0,78707.97,,793
2814,15592751,Okwudiliolisa,758,52,125095.94,171189.83,,747
2815,15598338,Mays,737,40,162485.8,149381.32,,449
2816,15735784,Gardner,694,37,95668.82,100335.55,,468
2817,15629128,Mamelu,683,25,0,152698.24,,637
2818,15642870,Ross,538,30,0,41192.95,,495
2819,15637977,Barese,669,37,0,132540.33,,968
2820,15600792,Swayne,730,34,74197.38,96875.52,,402
2821,15576131,Phillips,622,31,89688.94,152305.47,,588
2822,15686588,Manfrin,714,33,103121.33,49672.01,,830
2823,15761018,Tan,569,34,0,133997.53,,824
2824,15616029,Adams,668,59,120170.07,50454.8,,442
2825,15761149,Teng,628,32,149136.31,16402.11,,859
2826,15802758,Chinwendu,600,40,141136.79,67803.83,,851
2827,15647838,Davison,693,43,152341.55,9241.78,,299
2828,15735968,Hsing,704,36,120026.98,100601.73,,348
2829,15581286,Castro,527,33,132168.28,98734.15,,399
2830,15625445,Parkin,553,43,85200.82,160574.09,,550
2831,15600173,Manna,575,53,84903.33,26015.8,,899
2832,15635143,Fennescey,626,32,0,187172.54,,479
2833,15664849,Colon,582,20,0,55763.66,,249
2834,15762455,Yeh,683,40,0,75848.22,,221
2835,15797165,Bergamaschi,850,30,121535.18,40313.47,,531
2836,15788189,Matveyeva,653,35,116662.96,23864.21,,262
2837,15780492,Ignatyeva,679,60,0,51380.9,,797
2838,15678497,Lederer,549,49,124829.16,93551.36,,411
2839,15588560,Nwabugwu,850,36,155180.56,169415.54,,419
2840,15606003,Abramowitz,558,32,108262.87,6935.31,,259
2841,15611756,Chapman,528,40,0,25399.7,,345
2842,15789563,Fiorentino,801,38,0,66256.27,,940
2843,15702416,Cecil,513,48,0,114709.13,,497
2844,15766288,Ikechukwu,666,38,99812.88,158357.97,,671
2845,15667633,Allen,606,35,132164.26,164815.59,,331
2846,15622774,Kao,599,45,103583.05,132127.69,,376
2847,15755416,Hart,544,39,142406.43,146637.45,,581
2848,15769915,Charlton,529,38,99842.5,90256.06,,220
2849,15643908,Turnbull,850,41,0,34827.43,,914
2850,15627395,Manners,497,41,0,22074.48,,1000
2851,15679663,Chiazagomekpere,764,39,81042.42,109805.17,,225
2852,15651581,Lavrentyev,603,48,0,100478.6,,709
2853,15596379,Wallace,609,40,0,97416.34,,717
2854,15746674,Miller,487,53,199689.49,24207.86,,726
2855,15801256,Bazhenov,748,33,142645.43,69132.66,,848
2856,15663808,Ifesinachi,710,75,0,9376.89,,857
2857,15598521,Ma,432,45,110219.14,43046.7,,946
2858,15621457,Chu,534,51,0,20856.31,,253
2859,15764726,Kerr,607,25,0,187048.72,,624
2860,15646374,Wynne,551,32,0,53420.53,,921
2861,15716501,Moon,674,45,142072.02,37013.29,,710
2862,15589948,Disher,525,25,0,89566.64,,476
2863,15811343,Cattaneo,645,33,149564.61,149913.84,,256
2864,15659677,Beluchi,755,43,0,18066.69,,690
2865,15594436,Mazzi,708,37,153366.13,26912.34,,682
2866,15748995,Ifeajuna,715,21,76467.16,173511.72,,995
2867,15677062,Howe,727,26,121508.28,146785.44,,253
2868,15697201,Yocum,559,27,0,1050.33,,658
2869,15666453,Moore,545,36,73211.12,89587.34,,472
2870,15693771,Y?an,524,22,0,74405.34,,992
2871,15569867,Chinweuba,707,55,0,54409.48,,709
2872,15711602,Lowrie,671,38,92674.94,3647.57,,759
2873,15717736,Shen,439,52,96196.24,198874.52,,397
2874,15750441,Lavarack,667,36,114391.62,53412.54,,874
2875,15732791,Davide,831,32,80262.66,194867.78,,590
2876,15775104,Gomes,545,33,173331.52,150452.88,,716
2877,15757607,Matveyeva,604,35,147285.52,57807.05,,1000
2878,15793070,Fiorentino,657,67,119785.47,107534.32,,876
2879,15760456,Eberechukwu,487,36,140137.15,194073.33,,677
2880,15665385,Gibney,750,52,107467.56,126233.18,,644
2881,15612418,Virgo,694,37,98218.04,182354.46,,964
2882,15727138,Kulikova,711,35,133607.75,120586.32,,352
2883,15732061,Liu,551,37,0,50578.4,,936
2884,15776051,Kao,559,38,95139.41,86575.46,,286
2885,15616530,Foran,620,29,0,153392.28,,475
2886,15632344,Jones,660,42,0,115509.59,,491
2887,15744979,Fowler,449,37,0,82176.48,,599
2888,15745433,Conti,703,26,97331.19,63717.49,,425
2889,15683657,Stephenson,795,37,139265.63,198745.94,,504
2890,15718572,Willis,594,31,0,5719.11,,365
2891,15665783,Ts'ui,586,34,168094.01,20058.61,,287
2892,15652782,Chibuzo,613,30,131563.88,170638.98,,583
2893,15707025,Fang,601,44,0,30607.11,,319
2894,15647807,Wyckoff,657,50,0,37171.46,,971
2895,15718281,Muir,531,31,0,42589.33,,241
2896,15660571,Halpern,621,47,107363.29,66799.28,,801
2897,15727857,Flynn,782,33,94493.03,101866.39,,324
2898,15639252,Shao,528,29,170214.23,49284,,940
2899,15628144,Soares,696,52,139781.06,27445.4,,457
2900,15683560,Gallo,586,35,0,70760.69,,481
2901,15653275,Lei,626,26,148610.41,104502.02,,410
2902,15622182,Daniels,498,73,170241.7,165407.96,,539
2903,15613962,Kenechi,691,33,128306.83,113580.79,,459
2904,15618437,Singleton,568,47,0,45978.39,,845
2905,15783338,Williams,715,35,0,152012.36,,917
2906,15764491,Greece,680,32,175454,77349.92,,772
2907,15712960,Olisanugo,802,41,0,47322.05,,340
2908,15688157,Padovano,539,22,100885.93,38772.65,,725
2909,15579287,Rossi,494,69,93320.8,24489.44,,366
2910,15570931,Grant,594,38,63176.44,14466.08,,890
2911,15615177,Ebelegbulam,596,33,139451.67,63142.12,,640
2912,15809906,Mitchell,649,52,49113.75,41858.43,,673
2913,15652169,Buckley,699,32,123906.22,127443.82,,896
2914,15649450,Repina,787,40,0,84151.98,,598
2915,15777179,Ellis,604,28,0,58595.64,,223
2916,15803538,Douglas,489,52,131441.51,37240.11,,980
2917,15610936,Becher,651,56,0,114522.68,,327
2918,15590094,Nwachukwu,698,57,136325.48,72549.27,,687
2919,15572706,Smith,578,38,113150.44,176712.59,,502
2920,15634564,Aksyonov,538,42,0,152855.96,,641
2921,15684296,Artyomova,696,33,0,73371.65,,348
2922,15702293,Medvedeva,507,46,102785.16,70323.68,,633
2923,15642099,Tsui,685,34,83264.28,9663.28,,449
2924,15773273,Runyon,705,41,72252.64,142514.66,,710
2925,15613337,Gallo,499,29,148051.52,118623.94,,662
2926,15800482,Bradshaw,717,76,138489.66,68400.14,,860
2927,15732644,Evans,510,63,0,115291.86,,960
2928,15713426,Hancock,632,32,111589.33,170382.99,,782
2929,15640789,Butler,668,39,122104.79,112946.67,,749
2930,15598892,Bradshaw,744,32,96106.83,79812.77,,520
2931,15606436,Bergamaschi,663,42,115930.87,19862.78,,809
2932,15751227,Ebelegbulam,638,37,124513.66,158610.89,,705
2933,15812365,Greco,688,54,0,191212.63,,746
2934,15616088,Lucas,588,46,0,61931.21,,950
2935,15803886,Barber,631,33,0,58043.02,,715
2936,15587311,Dobbs,687,35,100988.39,22247.27,,594
2937,15617401,Thomson,599,44,118577.24,31448.52,,785
2938,15775886,Su,718,28,0,146875.86,,319
2939,15807305,Watkins,730,27,0,116081.93,,480
2940,15761717,Ch'ien,533,39,0,73669.94,,285
2941,15628008,Monds,711,28,0,93959.96,,979
2942,15583755,McClemans,555,26,0,158918.03,,554
2943,15661409,Shen,850,42,113311.11,198193.75,,988
2944,15774250,Gallo,678,41,0,13160.03,,911
2945,15681476,Foveaux,576,32,0,4660.91,,722
2946,15654870,Longo,835,20,124365.42,180197.74,,812
2947,15790448,Calabresi,592,42,147249.29,63023.02,,638
2948,15785326,Randall,774,36,103688.19,118971.74,,275
2949,15592854,Garcia,620,29,138740.24,154700.61,,271
2950,15617486,Sullivan,519,39,111900.14,97577.17,,377
2951,15806796,Higgins,734,37,152760.24,48990.5,,763
2952,15644699,Crawford,763,31,143966.3,140262.96,,647
2953,15622305,Martin,733,51,141556.96,130189.53,,800
2954,15608209,Currey,650,43,0,16301.91,,489
2955,15626898,Teng,538,33,0,126962.41,,290
2956,15644297,Austin,577,46,0,158750.53,,800
2957,15731569,Hudson,792,30,0,199644.2,,630
2958,15582149,Ts'ui,686,41,0,144272.71,,875
2959,15802483,Hancock,589,29,0,98320.27,,885
2960,15686999,Nicholas,530,25,162560.32,64129.03,,451
2961,15772479,Napolitano,778,29,123229.46,181221.09,,977
2962,15778884,Jamieson,616,31,76665.71,163809.08,,468
2963,15623630,Foster,550,38,140278.99,171457.06,,230
2964,15774316,Moretti,655,51,0,15801.02,,629
2965,15695097,Chiedozie,721,46,115764.32,102950.79,,804
2966,15645404,Okwukwe,499,36,131142.53,174918.46,,941
2967,15750574,Lumholtz,511,45,68375.27,193160.25,,351
2968,15636812,Rose,579,39,117833.3,5831,,778
2969,15712068,Wan,696,36,0,82298.59,,291
2970,15652030,De Bernales,681,34,0,130686.59,,742
2971,15577398,Ch'eng,815,45,0,52885.23,,666
2972,15756848,Edmondson,681,30,111093.01,68985.99,,691
2973,15806929,Ch'ien,641,42,132657.55,35367.19,,351
2974,15656005,Millar,591,56,128882.49,196241.94,,658
2975,15722632,Dickson,565,59,69129.59,170705.53,,558
2976,15794356,Toscani,487,37,0,126477.41,,701
2977,15659656,Pan,729,39,121404.64,159618.17,,797
2978,15588341,Chigozie,505,45,131355.3,195395.33,,661
2979,15709142,Sagese,580,35,102097.33,168285.85,,778
2980,15627042,Reilly,642,40,154863.15,138052.51,,716
2981,15627517,Taylor,850,41,99945.93,71179.31,,252
2982,15803032,Yen,616,39,121704.32,55556.3,,346
2983,15665129,Kapustin,526,43,0,31705.19,,989
2984,15628272,Singh,523,35,138782.76,186118.93,,249
2985,15678206,Yeh,663,35,0,195580.28,,569
2986,15678427,Genovese,840,30,136291.71,54113.38,,938
2987,15678067,Boyle,570,42,107856.57,127528.84,,628
2988,15793331,Blair,676,26,108348.66,60231.74,,244
2989,15699532,Okagbue,689,47,93871.95,156878.42,,334
2990,15605827,Khan,703,45,0,182784.11,,919
2991,15643635,Robertson,491,19,125860.2,129690.5,,894
2992,15787710,Tikhonov,584,49,172713.44,113860.81,,475
2993,15614137,MacDonald,810,51,0,184524.74,,527
2994,15754494,Ah Mouy,745,59,0,36124.98,,949
2995,15713440,Barese,625,39,130786.92,121316.07,,650
2996,15803479,Winter-Irving,535,29,112367.34,185630.76,,989
2997,15709639,Wilson,729,45,91091.06,71133.12,,632
2998,15601719,Fiorentino,655,26,106198.5,32020.42,,961
2999,15772482,Iloerika,751,47,142669.93,162760.96,,627
3000,15591489,Davison,525,33,112833.35,175178.56,,590
3001,15629002,Hamilton,532,40,0,177099.71,,712
3002,15798053,Nnachetam,696,43,0,66406.37,,678
3003,15753895,Blue,786,32,104336.43,59559.81,,240
3004,15595426,Madukwe,580,55,104305.74,175750.21,,432
3005,15645815,Mills,596,47,140187.1,174311.3,,281
3006,15632848,Ferrari,683,39,0,171716.81,,913
3007,15703068,Nixon,747,45,114959.12,189362.39,,727
3008,15791513,Manfrin,602,33,164704.38,180716.1,,342
3009,15587210,McCartney,779,62,119096.55,116977.89,,644
3010,15793803,Robinson,551,31,0,185105.44,,275
3011,15787756,Nkemdirim,666,47,0,35046.97,,354
3012,15723437,Sal,526,30,0,36251,,268
3013,15702715,Kao,849,41,115465.28,103174.5,,623
3014,15809872,Ikechukwu,471,27,0,122642.09,,346
3015,15644295,Hargreaves,628,43,184926.61,122937.57,,642
3016,15778694,Sievier,674,43,85957.88,8757.39,,840
3017,15759555,Murphy,797,32,114084.6,125782.29,,543
3018,15631406,Munro,590,29,166930.76,122487.73,,768
3019,15616676,Donnelly,588,27,0,20066.38,,367
3020,15771154,North,577,29,0,55473.15,,488
3021,15669491,Cruz,571,38,107193.82,38962.94,,670
3022,15697691,Sinclair,680,36,116275.12,63795.8,,883
3023,15665180,Vasiliev,648,27,0,163060.43,,983
3024,15752588,Vasilyeva,618,39,91068.56,26578.69,,244
3025,15743051,Hamilton,648,41,123049.21,5066.76,,946
3026,15571873,Sung,759,39,0,140497.67,,500
3027,15679743,Genovesi,585,40,0,146156.98,,270
3028,15769412,Atkinson,774,42,137781.65,199316.19,,879
3029,15775124,Watterston,697,48,108128.96,103944.37,,980
3030,15732113,Butters,605,39,105317.73,138021.36,,798
3031,15578141,Chien,676,20,80569.73,68621.98,,381
3032,15595874,Gorbunova,678,22,174852.89,28149.06,,333
3033,15755642,Bulgakov,495,45,89158.94,135169.76,,284
3034,15576526,Steele,787,85,0,116537.96,,542
3035,15792489,Polyakova,770,36,89800.14,105922.69,,676
3036,15733705,Bull,817,45,101207.75,88211.12,,847
3037,15807221,Weaver,659,43,106086.42,26900.63,,748
3038,15573045,Earl,693,21,0,3494.02,,931
3039,15756824,Giordano,744,47,0,113163.17,,743
3040,15773520,Begg,829,26,101440.36,19324.5,,596
3041,15627439,Pickering,716,38,0,189678.7,,756
3042,15701439,Fanucci,671,34,106603.74,26387.71,,303
3043,15785352,Chang,835,29,130420.2,106276.55,,349
3044,15616525,Sopuluchi,636,38,0,45015.38,,360
3045,15717489,Martin,649,29,45022.23,173495.77,,595
3046,15795737,McNaughtan,621,27,74298.43,52581.96,,281
3047,15693877,Stewart,658,31,133003.03,146339.27,,879
3048,15576111,Reagan,784,48,0,182609.97,,354
3049,15595713,Heller,783,37,136689.66,197890.65,,412
3050,15808868,Nwokeocha,615,32,0,6225.63,,294
3051,15708193,Liu,791,44,0,123977.86,,430
3052,15697801,Sokolova,762,53,102520.37,170195.4,,876
3053,15770121,Bancroft,607,35,0,114190.3,,680
3054,15800524,Nnanna,601,34,0,27022.57,,498
3055,15686236,Trevisani,540,67,88382.01,59457,,409
3056,15659807,Nwachinemelu,812,44,115049.15,165038.41,,223
3057,15736078,Ting,685,58,104796.54,154181.41,,673
3058,15620836,Lo Duca,680,33,123082.08,134960.98,,302
3059,15698184,Marshall,680,58,0,65708.5,,743
3060,15717643,Band,631,33,0,117374.22,,970
3061,15776596,Ferri,569,43,0,77703.19,,271
3062,15814757,Carter,584,33,88311.48,177651.38,,882
3063,15812607,Wilson,582,40,0,60954.45,,645
3064,15663888,Connor,609,32,71872.19,151924.9,,484
3065,15748882,Reid,506,35,110046.93,26318.73,,606
3066,15690829,Sandefur,503,42,104430.08,147557.71,,759
3067,15695819,Bidwill,503,28,0,125918.17,,868
3068,15696834,Cone,806,31,138653.51,190803.37,,662
3069,15797710,Saunders,653,31,102575.04,11043.54,,283
3070,15700654,Liardet,666,43,137780.74,119100.05,,817
3071,15583764,Wilkes,674,32,0,140579.17,,787
3072,15688849,Martin,798,32,0,37731.95,,856
3073,15661473,Boni,740,30,105209.54,1852.58,,814
3074,15601030,Patel,531,32,109570.21,172049.84,,584
3075,15789557,Howell-Price,614,44,118715.86,133591.11,,704
3076,15745250,Simpson,556,35,0,192751.18,,570
3077,15590349,Rowland,678,43,153393.18,193828.27,,274
3078,15741693,Barnard,587,33,132603.36,55775.72,,479
3079,15618446,Nnonso,527,36,0,102280.29,,823
3080,15766552,Rossi,757,34,129398.01,44965.44,,276
3081,15668775,Pendred,468,28,0,170661.02,,306
3082,15757895,Martin,693,29,151352.74,197145.89,,248
3083,15774551,K?,483,44,136836.49,192359.9,,853
3084,15684011,Miller,466,40,91592.06,141210.18,,977
3085,15736146,Afamefula,770,30,0,100557.03,,417
3086,15656286,Sims,734,54,0,130805.54,,505
3087,15774847,Knight,716,22,0,92606.98,,655
3088,15619340,Obijiaku,439,36,165536.28,123956.83,,877
3089,15815656,Hopkins,538,25,62482.95,102758.43,,933
3090,15623357,Onio,743,40,68155.59,94876.65,,413
3091,15601324,Black,734,43,55853.33,94811.85,,263
3092,15715510,Eluemuno,656,37,0,67840.81,,436
3093,15663770,Doyle,666,31,79589.43,4050.57,,569
3094,15779267,Onyemere,627,41,100880.76,134665.25,,395
3095,15597957,Rahman,480,25,174330.35,181647.13,,425
3096,15584620,Su,792,19,143390.51,33282.84,,391
3097,15750772,Walker,613,59,91415.76,27965,,422
3098,15706557,Ferguson,476,30,134366.42,68343.53,,709
3099,15594391,Samaniego,539,24,0,198161.07,,449
3100,15661656,Onwumelu,696,60,88786.81,196858.4,,628
3101,15631217,Young,810,35,96814.46,120511.03,,275
3102,15588955,Mazzi,763,32,160680.41,30886.35,,600
3103,15758252,Toscano,640,29,0,2743.69,,956
3104,15740223,Walton,655,47,0,167778.62,,989
3105,15805413,Chiang,526,31,145537.21,132404.64,,537
3106,15635116,Burgos,678,28,0,144423.17,,772
3107,15764892,Spinelli,554,45,0,181204.5,,802
3108,15795936,Lung,597,30,119370.11,182726.22,,851
3109,15655232,Noble,560,28,0,120880.72,,451
3110,15640133,Pai,850,47,134381.52,26812.89,,252
3111,15751524,Chigozie,546,74,114888.74,66732.63,,562
3112,15670552,Peavy,623,42,149332.48,100834.22,,320
3113,15623966,Yermakov,698,40,105061.74,107815.31,,448
3114,15752193,Burton,620,32,0,34665.79,,479
3115,15607269,Costa,619,40,0,147093.84,,298
3116,15700752,Pugliesi,561,21,0,36942.35,,699
3117,15777901,Lindell,753,39,155062.8,16460.77,,674
3118,15639117,Sorenson,721,43,88798.34,45610.63,,592
3119,15720203,Arcuri,451,33,0,184954.11,,268
3120,15586236,Banks,680,51,143139.87,47795.43,,338
3121,15676645,Parry,590,23,0,196789.9,,469
3122,15715988,Cockett,634,27,107027.52,173425.68,,610
3123,15603749,Galkina,676,29,140720.93,36221.18,,439
3124,15608956,Su,642,30,80964.57,174738.2,,270
3125,15733872,Marino,760,39,178585.46,67131.3,,790
3126,15666982,Spears,736,26,135889.13,165692.03,,253
3127,15602647,Cunningham,656,43,134919.85,194691.95,,421
3128,15623063,Taylor,776,33,115130.34,129525.5,,658
3129,15682928,Chiazagomekpere,832,34,138190.13,146511.2,,424
3130,15729246,Hardacre,631,37,131519.49,51752.18,,404
3131,15588928,Maslow,795,56,0,35418.69,,675
3132,15803352,Scott,648,39,126935.98,57995.74,,693
3133,15607485,Wakelin,615,39,133707.09,108152.75,,358
3134,15656249,Esposito,682,27,97893.2,166144.98,,635
3135,15761783,Shah,694,34,127900.03,101737.8,,325
3136,15716605,Chukwufumnanya,694,37,143835.47,33326.71,,992
3137,15757425,Fleming,607,44,0,81140.09,,430
3138,15603096,Lori,664,48,0,140173.17,,495
3139,15588580,Kennedy,756,60,0,166513.49,,858
3140,15770539,Walters,645,40,129596.77,103232.6,,897
3141,15572022,Han,653,30,0,120736.04,,739
3142,15571843,Lawrence,710,24,110407.44,15832.43,,993
3143,15752502,Cooke,697,76,0,188772.45,,733
3144,15609058,Wan,619,41,142015.76,114323.66,,222
3145,15775108,Lo Duca,648,55,81370.07,181534.04,,564
3146,15708904,Yermakova,482,48,69329.47,102640.52,,910
3147,15600086,Combs,548,28,116755.5,158585.17,,519
3148,15814675,Chien,752,44,83870.33,178722.24,,238
3149,15572777,Meng,648,39,130694.89,153955.38,,912
3150,15585106,Calabresi,643,34,117451.47,65374.86,,531
3151,15738936,Stevenson,573,35,206868.78,102986.15,,940
3152,15750970,Davidson,686,39,111695.62,136643.84,,408
3153,15725772,Ch'in,644,40,137285.26,77063.63,,444
3154,15692106,Rose,702,29,149218.39,9633.01,,739
3155,15791533,Ch'ien,652,51,0,43496.36,,749
3156,15715715,Artyomova,641,32,0,24267.28,,652
3157,15785576,Mayrhofer,692,41,130701.29,59354.24,,235
3158,15798834,Yefremov,574,34,0,28269.86,,626
3159,15744127,Kosovich,643,31,167949.48,143162.34,,906
3160,15637427,Lu,834,23,131254.81,20199.3,,675
3161,15576990,Taplin,591,28,0,48606.92,,916
3162,15615352,Ebelechukwu,470,34,0,89013.67,,568
3163,15647333,Fleming,608,34,86656.13,59890.29,,252
3164,15572050,Yefimov,649,37,114737.26,106655.88,,381
3165,15581370,Andreyeva,665,38,0,156439.56,,837
3166,15813503,Pickering,651,39,0,24176.44,,283
3167,15769783,Allan,555,62,119817.33,43507.1,,697
3168,15793135,Wang,637,48,130806.99,132005.85,,358
3169,15599182,Reynolds,675,49,0,80496.71,,448
3170,15689517,Hales,677,40,0,88947.56,,314
3171,15641366,Y?an,850,35,80931.75,12639.67,,983
3172,15588859,Rowley,815,56,0,94248.16,,688
3173,15732293,Chia,665,32,132178.67,11865.76,,274
3174,15568032,Moore,485,27,0,141449.86,,901
3175,15623525,Copeland,577,43,0,149457.81,,446
3176,15606601,Rishel,586,35,164769.02,119814.25,,290
3177,15800811,Wan,722,29,107233.85,24924.92,,941
3178,15610711,Eluemuno,528,27,176227.07,139481.53,,875
3179,15809654,Hsia,542,39,109949.39,41268.65,,339
3180,15576077,Kelly,552,34,0,1351.41,,712
3181,15643378,Muir,678,60,117738.81,147489.76,,599
3182,15566790,McIntyre,575,37,133292.45,111175.09,,506
3183,15774402,Donaldson,669,43,160474.59,95963.14,,946
3184,15694641,Wright,636,43,0,43128.95,,748
3185,15605916,Uvarova,667,55,154393.43,137674.96,,887
3186,15812356,Doherty,652,45,110827.49,153383.54,,510
3187,15644179,Allen,637,36,145750.45,96660.76,,407
3188,15771674,Ma,516,45,109044.3,115818.16,,229
3189,15623314,Tucker,801,32,75170.54,37898.5,,451
3190,15613292,Ch'eng,692,42,0,145222.93,,498
3191,15813871,Hs?,585,28,105795.9,41219.09,,446
3192,15759480,H?,590,32,0,59249.83,,676
3193,15587712,Chimaijem,554,66,0,116747.62,,259
3194,15671165,Esomchi,659,49,0,116249.72,,219
3195,15620746,Lorenzo,690,26,118097.87,61257.83,,979
3196,15706537,Pirogov,697,29,172693.54,141798.98,,267
3197,15589312,Larkin,610,36,129440.3,102638.35,,975
3198,15741180,Eddy,599,36,0,13210.56,,928
3199,15733888,Sells,544,23,96471.2,35550.97,,487
3200,15798532,Crawford,548,46,0,104469.06,,842
3201,15577359,Bezrukov,635,24,140197.18,142935.83,,907
3202,15614936,Mancini,722,20,0,195486.28,,543
3203,15747647,Iadanza,564,33,135946.26,63170,,696
3204,15588566,Wilkinson,719,69,0,58320.06,,489
3205,15570141,P'eng,547,50,81290.02,177747.03,,899
3206,15800793,St Clair,850,42,0,19632.64,,366
3207,15572415,Preston,515,60,113715.36,18424.24,,850
3208,15635125,Findlay,667,56,168883.08,18897.78,,321
3209,15636551,Nixon,607,36,143421.74,97879.02,,641
3210,15600912,Gorshkov,525,26,153644.39,63197.88,,988
3211,15768476,Chukwubuikem,606,53,109330.06,75860.01,,582
3212,15650266,Medvedeva,686,27,115095.88,78622.46,,873
3213,15621004,Chukwuhaenye,611,35,0,23598.23,,927
3214,15748352,Endrizzi,827,46,183276.32,13460.27,,511
3215,15788920,Ch'ang,572,33,68193.72,19998.31,,269
3216,15743236,Piccio,726,32,0,185075.63,,233
3217,15637717,Lockington,579,31,139729.54,135815.38,,664
3218,15635500,Seleznyov,598,56,98365.33,44251.33,,850
3219,15634792,Weston,663,36,0,136349.55,,839
3220,15607560,Groom,505,37,122453.97,52693.99,,254
3221,15727177,Manfrin,576,30,132174.41,93767.03,,546
3222,15774358,Robertson,555,24,0,197866.55,,347
3223,15791304,Ch'ang,524,30,0,126812.85,,706
3224,15603328,Lucchesi,776,39,104349.45,79503.05,,995
3225,15804937,Cambage,645,41,138881.04,129936.53,,936
3226,15804142,Tan,850,32,116968.91,175094.62,,442
3227,15608845,Tao,603,35,105346.03,130379.5,,701
3228,15702434,Hsieh,691,26,136623.19,153228,,550
3229,15632609,Burdekin,583,29,0,111285.85,,574
3230,15603550,Longo,584,66,0,49553.38,,770
3231,15755239,Maughan,679,33,0,98015.85,,521
3232,15670528,Franz,646,36,124445.52,88481.32,,621
3233,15732704,Piazza,559,34,68999.66,66879.27,,840
3234,15589019,Morant,595,36,85768.42,24802.77,,301
3235,15677796,Becher,527,47,0,21312.16,,590
3236,15760177,Lombardi,684,34,100628,190263.78,,451
3237,15636595,Loton,673,32,0,72873.33,,726
3238,15737275,Conti,802,38,0,57764.65,,476
3239,15672905,Sani,675,54,0,110273.84,,420
3240,15753955,Lori,762,19,0,55500.17,,931
3241,15708504,Wong,580,50,125647.36,57541.08,,548
3242,15592451,Lombardi,621,31,100375.39,90384.26,,467
3243,15790455,Obialo,411,36,0,120694.35,,329
3244,15572174,Mazzi,815,24,171922.72,178028.96,,458
3245,15656330,Von Doussa,631,32,146810.99,180990.29,,378
3246,15569626,Miller,514,45,109032.23,155407.21,,764
3247,15608726,Miracle,638,57,0,33676.48,,523
3248,15637366,Su,791,25,0,89666.28,,740
3249,15778049,Wyatt,516,35,128653.59,127558.26,,595
3250,15727421,Anayolisa,734,37,80387.81,77272.62,,350
3251,15688865,Wade,611,58,0,107665.68,,294
3252,15751032,Enemuo,850,43,108508.82,184044.8,,721
3253,15734737,Bruno,641,31,155978.17,91510.71,,990
3254,15746515,Greece,585,38,0,87363.56,,822
3255,15664311,Yang,552,50,121175.56,117505.07,,662
3256,15708139,Brown,507,29,89349.47,180626.68,,889
3257,15768574,Anderson,735,38,86131.71,93478.96,,692
3258,15738018,Johnston,707,58,102346.86,114672.64,,887
3259,15699753,Zakharov,698,36,121263.62,13387.88,,233
3260,15703199,Golibe,841,31,0,173240.52,,647
3261,15627830,Nikitina,688,33,0,27557.18,,878
3262,15570855,Leonard,614,51,0,5552.37,,705
3263,15772503,Burns,511,48,149726.08,88307.87,,527
3264,15584453,Burtch,447,43,0,33879.26,,348
3265,15710111,Clark,738,35,161274.05,181429.87,,566
3266,15618562,Woodward,422,33,0,102655.31,,332
3267,15706764,Spencer,537,30,103138.17,96555.42,,498
3268,15798737,Chao,707,40,109628.44,189366.03,,361
3269,15712608,Costa,690,54,0,12847.61,,439
3270,15636736,McLachlan,664,33,97286.16,143433.33,,334
3271,15703544,Hung,850,33,118004.26,183983.82,,782
3272,15815645,Akhtar,584,32,85534.83,169137.24,,226
3273,15705739,Toscani,728,59,0,163365.85,,296
3274,15709643,Gray,560,43,95140.44,123181.44,,615
3275,15669805,Warren,629,31,0,16447.6,,427
3276,15737489,Ramsden,658,25,0,173948.4,,399
3277,15775131,Bartlett,794,54,75900.84,192154.66,,322
3278,15765283,Wenz,790,41,126619.27,198224.38,,696
3279,15628715,Kisch,640,44,111833.47,67202.74,,355
3280,15813283,Mai,652,37,0,68789.93,,932
3281,15745716,McGregor,583,57,238387.56,147964.99,,552
3282,15598485,Pinto,775,32,108698.96,161069.73,,236
3283,15696552,Newman,584,39,112687.69,127749.61,,857
3284,15754569,Pagnotto,635,48,81556.89,191914.37,,488
3285,15701741,Williams,814,48,136596.85,185791.9,,935
3286,15572631,Ndubuisi,735,43,98807.45,184570.04,,730
3287,15636069,Plummer,678,31,0,130446.65,,246
3288,15682467,Chimezie,693,37,0,82867.55,,502
3289,15790744,Nash,640,30,107499.7,187632.22,,663
3290,15625023,Onochie,773,23,0,56759.79,,359
3291,15731267,Rizzo,736,30,0,34180.33,,341
3292,15742879,Boni,693,28,0,158545.25,,846
3293,15757015,Davies,496,41,176024.05,182337.98,,754
3294,15770711,Lu,751,39,0,84175.34,,254
3295,15569430,Burrows,528,39,127631.62,22197.8,,654
3296,15617304,Ershova,754,19,0,189641.11,,933
3297,15704466,Udokamma,568,26,109819.16,154491.39,,865
3298,15664681,Aitken,592,41,138734.94,90020.74,,308
3299,15605534,Turnbull,558,25,111363.1,197264.35,,837
3300,15792473,Reilly,825,34,0,31933.06,,941
3301,15802625,Hardy,677,28,143988,8755.69,,658
